Date,Open,High,Low,Close,Adj Close,Volume
2011-03-08,2.710000,2.710000,2.636000,2.650000,2.358146,2179927
2011-03-09,2.700000,2.771000,2.693000,2.732000,2.431115,4539366
2011-03-10,2.729000,2.729000,2.670000,2.704000,2.406199,3239442
2011-03-11,2.700000,2.720000,2.650000,2.720000,2.420437,1403212
2011-03-14,2.662000,2.720000,2.659000,2.680000,2.384842,1649062
2011-03-15,2.620000,2.630000,2.530000,2.560000,2.278059,3238987
2011-03-16,2.590000,2.592000,2.432000,2.460000,2.189071,2284980
2011-03-17,2.480000,2.527000,2.442000,2.527000,2.248692,1585636
2011-03-18,2.530000,2.575000,2.450000,2.450000,2.180173,4944595
2011-03-21,2.495000,2.560000,2.493000,2.555000,2.273609,2057161
2011-03-22,2.580000,2.590000,2.533000,2.560000,2.278059,2852139
2011-03-23,2.535000,2.547000,2.482000,2.499000,2.223776,2557586
2011-03-24,2.480000,2.570000,2.451000,2.570000,2.286957,47573103
2011-03-25,2.571000,2.640000,2.552000,2.606000,2.318992,2880519
2011-03-28,2.630000,2.648000,2.596000,2.621000,2.332340,3311140
2011-03-29,2.628000,2.628000,2.582000,2.608000,2.320772,3742236
2011-03-30,2.625000,2.679000,2.620000,2.646000,2.354587,4543100
2011-03-31,2.650000,2.666000,2.551000,2.597000,2.310983,26301070
2011-04-01,2.667000,2.669000,2.540000,2.581000,2.296746,5121842
2011-04-04,2.588000,2.588000,2.540000,2.540000,2.260261,4610525
2011-04-05,2.550000,2.550000,2.511000,2.526000,2.247803,4346357
2011-04-06,2.538000,2.563000,2.507000,2.551000,2.270050,6198388
2011-04-07,2.539000,2.584000,2.539000,2.549000,2.268270,2434466
2011-04-08,2.544000,2.561000,2.460000,2.460000,2.189071,5736350
2011-04-11,2.465000,2.492000,2.438000,2.438000,2.169495,6326367
2011-04-12,2.425000,2.534000,2.420000,2.533000,2.254032,7277368
2011-04-13,2.547000,2.570000,2.511000,2.544000,2.263820,10894240
2011-04-14,2.540000,2.560000,2.510000,2.555000,2.273609,3279711
2011-04-15,2.563000,2.563000,2.530000,2.547000,2.266490,9983246
2011-04-18,2.534000,2.547000,2.460000,2.475000,2.202420,5540750
2011-04-19,2.482000,2.547000,2.465000,2.530000,2.251362,2262982
2011-04-20,2.549000,2.559000,2.522000,2.525000,2.246913,3330162
2011-04-21,2.549000,2.549000,2.496000,2.505000,2.229116,3311282
2011-04-26,2.495000,2.590000,2.493000,2.590000,2.304754,3089032
2011-04-27,2.606000,2.709000,2.601000,2.705000,2.407089,6194340
2011-04-28,2.710000,2.720000,2.653000,2.676000,2.381283,4017608
2011-04-29,2.698000,2.700000,2.670000,2.692000,2.395521,1946864
2011-05-02,2.730000,2.789000,2.720000,2.780000,2.473829,3143294
2011-05-03,2.800000,2.800000,2.661000,2.665000,2.371494,13495395
2011-05-04,2.685000,2.695000,2.640000,2.670000,2.375944,3287553
2011-05-05,2.699000,2.770000,2.652000,2.770000,2.464930,8856066
2011-05-06,2.800000,2.887000,2.770000,2.872000,2.555697,13292217
2011-05-09,2.870000,2.880000,2.821000,2.851000,2.537009,6624904
2011-05-10,2.852000,2.879000,2.830000,2.830000,2.518322,3673534
2011-05-11,2.839000,2.860000,2.781000,2.833000,2.520992,17440255
2011-05-12,2.800000,2.890000,2.800000,2.828000,2.516543,7006665
2011-05-13,2.850000,2.850000,2.760000,2.761000,2.456922,147775604
2011-05-16,2.734000,2.835000,2.728000,2.824000,2.512983,2264411
2011-05-17,2.825000,2.835000,2.760000,2.768000,2.463150,2327702
2011-05-18,2.799000,2.800000,2.752000,2.775000,2.469380,12747641
2011-05-19,2.780000,2.849000,2.772000,2.838000,2.525441,5423465
2011-05-20,2.805000,2.863000,2.805000,2.837000,2.524551,7399535
2011-05-23,2.751000,2.784000,2.699000,2.699000,2.401750,6228366
2011-05-24,2.665000,2.698000,2.611000,2.640000,2.349247,8590420
2011-05-25,2.631000,2.710000,2.623000,2.710000,2.411538,7170360
2011-05-26,2.730000,2.740000,2.710000,2.733000,2.432005,5455072
2011-05-27,2.732000,2.757000,2.712000,2.720000,2.420437,2532965
2011-05-30,2.710000,2.740000,2.710000,2.730000,2.429335,567796
2011-05-31,2.740000,2.759000,2.699000,2.699000,2.401750,4514913
2011-06-01,2.730000,2.730000,2.671000,2.671000,2.376833,2430388
2011-06-02,2.650000,2.676000,2.621000,2.650000,2.358146,3086141
2011-06-03,2.632000,2.673000,2.592000,2.662000,2.368825,4210693
2011-06-06,2.699000,2.699000,2.563000,2.564000,2.281618,3117455
2011-06-07,2.563000,2.610000,2.557000,2.572000,2.288737,2772799
2011-06-08,2.571000,2.589000,2.514000,2.539000,2.259371,4368692
2011-06-09,2.543000,2.558000,2.510000,2.527000,2.248692,2360972
2011-06-10,2.520000,2.555000,2.502000,2.515000,2.238014,3387426
2011-06-13,2.530000,2.560000,2.520000,2.554000,2.272719,1737620
2011-06-14,2.571000,2.648000,2.559000,2.637000,2.346578,3245368
2011-06-15,2.630000,2.677000,2.604000,2.655000,2.362595,5020752
2011-06-16,2.620000,2.658000,2.593000,2.627000,2.337679,3020814
2011-06-17,2.600000,2.638000,2.581000,2.627000,2.337679,5383308
2011-06-20,2.643000,2.700000,2.600000,2.687000,2.391071,4233608
2011-06-21,2.730000,2.743000,2.701000,2.726000,2.425776,3692481
2011-06-22,2.730000,2.734000,2.708000,2.714000,2.415098,1289754
2011-06-23,2.712000,2.757000,2.660000,2.757000,2.453362,7720916
2011-06-24,2.750000,2.817000,2.710000,2.721000,2.421326,5608323
2011-06-27,2.699000,2.767000,2.699000,2.749000,2.446243,2683749
2011-06-28,2.749000,2.801000,2.741000,2.781000,2.474719,5970709
2011-06-29,2.785000,2.828000,2.785000,2.799000,2.490736,4748824
2011-06-30,2.809000,2.823000,2.773000,2.799000,2.490736,2783737
2011-07-01,2.793000,2.828000,2.791000,2.821000,2.510314,3428895
2011-07-04,2.818000,2.865000,2.817000,2.855000,2.540569,5094846
2011-07-05,2.851000,2.896000,2.842000,2.880000,2.562816,3510677
2011-07-06,2.870000,2.881000,2.799000,2.805000,2.496076,5474681
2011-07-07,2.799000,2.817000,2.752000,2.773000,2.467600,17875797
2011-07-08,2.778000,2.809000,2.728000,2.736000,2.434675,6846359
2011-07-11,2.717000,2.757000,2.677000,2.684000,2.388402,5338037
2011-07-12,2.642000,2.664000,2.581000,2.630000,2.340349,8753373
2011-07-13,2.561000,2.666000,2.561000,2.646000,2.354587,5713914
2011-07-14,2.620000,2.649000,2.611000,2.623000,2.334120,2433937
2011-07-15,2.662000,2.685000,2.590000,2.590000,2.304754,2783253
2011-07-18,2.582000,2.613000,2.539000,2.544000,2.263820,3457715
2011-07-19,2.540000,2.595000,2.540000,2.588000,2.302974,2133224
2011-07-20,2.610000,2.656000,2.600000,2.637000,2.346578,2165588
2011-07-21,2.670000,2.713000,2.630000,2.697000,2.399970,2887829
2011-07-22,2.733000,2.785000,2.719000,2.756000,2.452472,2433929
2011-07-25,2.741000,2.748000,2.705000,2.732000,2.431115,1164956
2011-07-26,2.730000,2.740000,2.690000,2.719000,2.419547,4474180
2011-07-27,2.690000,2.722000,2.640000,2.676000,2.381283,3080477
2011-07-28,2.640000,2.666000,2.616000,2.656000,2.363486,4974894
2011-07-29,2.603000,2.727000,2.603000,2.703000,2.405309,3316737
2011-08-01,2.621000,2.741000,2.605000,2.624000,2.335010,3508496
2011-08-02,2.586000,2.637000,2.528000,2.528000,2.249583,5353363
2011-08-03,2.500000,2.543000,2.420000,2.437000,2.168605,6627177
2011-08-04,2.540000,2.540000,2.261000,2.263000,2.013768,7437099
2011-08-05,2.180000,2.329000,2.168000,2.296000,2.043133,7269487
2011-08-08,2.276000,2.324000,2.160000,2.160000,1.922112,5979265
2011-08-09,2.165000,2.229000,2.043000,2.120000,1.886517,8554890
2011-08-10,2.163000,2.190000,2.012000,2.023000,1.800200,5815794
2011-08-11,2.100000,2.126000,2.023000,2.104000,1.872279,5811861
2011-08-12,2.120000,2.194000,2.073000,2.194000,1.952367,5705495
2011-08-15,2.200000,2.200000,2.139000,2.158000,1.920332,1872435
2011-08-16,2.158000,2.164000,2.116000,2.155000,1.917662,2945003
2011-08-17,2.167000,2.173000,2.122000,2.155000,1.917662,2119793
2011-08-18,2.123000,2.162000,2.045000,2.067000,1.839354,4087585
2011-08-19,2.048000,2.054000,1.914000,1.924000,1.712103,10646606
2011-08-22,1.924000,1.976000,1.910000,1.914000,1.703205,2622433
2011-08-23,1.930000,1.948000,1.875000,1.879000,1.672059,5335637
2011-08-24,1.904000,1.912000,1.853000,1.885000,1.677398,2890270
2011-08-25,1.919000,1.924000,1.877000,1.887000,1.679178,5814583
2011-08-26,1.898000,1.898000,1.833000,1.855000,1.650702,6074087
2011-08-29,1.890000,1.891000,1.860000,1.891000,1.682738,2080098
2011-08-30,1.910000,1.928000,1.897000,1.916000,1.704984,7200550
2011-08-31,1.929000,1.988000,1.920000,1.975000,1.757486,5714196
2011-09-01,1.991000,2.007000,1.960000,2.000000,1.779733,11786120
2011-09-02,1.972000,1.972000,1.901000,1.913000,1.702314,2433013
2011-09-05,1.895000,1.895000,1.803000,1.815000,1.615108,2643678
2011-09-06,1.800000,1.844000,1.757000,1.770000,1.575064,4079812
2011-09-07,1.839000,1.848000,1.800000,1.838000,1.635575,3071532
2011-09-08,1.849000,1.883000,1.831000,1.874000,1.667610,4112820
2011-09-09,1.847000,1.859000,1.759000,1.760000,1.566165,4124306
2011-09-12,1.700000,1.742000,1.691000,1.721000,1.531460,5331516
2011-09-13,1.749000,1.749000,1.682000,1.689000,1.502984,4171713
2011-09-14,1.689000,1.778000,1.689000,1.777000,1.581293,4774173
2011-09-15,1.780000,1.810000,1.772000,1.784000,1.587522,3871249
2011-09-16,1.806000,1.825000,1.775000,1.823000,1.622226,6471628
2011-09-19,1.780000,1.799000,1.752000,1.770000,1.575064,2231811
2011-09-20,1.771000,1.829000,1.712000,1.716000,1.527011,8491481
2011-09-21,1.729000,1.756000,1.700000,1.709000,1.520782,3925727
2011-09-22,1.668000,1.675000,1.615000,1.615000,1.437135,12278713
2011-09-23,1.640000,1.676000,1.579000,1.621000,1.442474,7866138
2011-09-26,1.580000,1.706000,1.580000,1.690000,1.503874,5544390
2011-09-27,1.718000,1.800000,1.716000,1.785000,1.588412,4953826
2011-09-28,1.750000,1.786000,1.724000,1.771000,1.575954,5225505
2011-09-29,1.780000,1.841000,1.760000,1.841000,1.638244,4937822
2011-09-30,1.855000,1.855000,1.755000,1.780000,1.583962,3592999
2011-10-03,1.744000,1.803000,1.725000,1.801000,1.602649,2207140
2011-10-04,1.761000,1.761000,1.686000,1.739000,1.547478,3868982
2011-10-05,1.770000,1.828000,1.749000,1.800000,1.601760,4231455
2011-10-06,1.829000,1.829000,1.780000,1.818000,1.617777,7436313
2011-10-07,1.838000,1.880000,1.817000,1.830000,1.628456,4237806
2011-10-10,1.825000,1.872000,1.822000,1.860000,1.655152,2888704
2011-10-11,1.870000,1.870000,1.833000,1.860000,1.655152,2946156
2011-10-12,1.840000,1.900000,1.824000,1.882000,1.674729,3191709
2011-10-13,1.920000,1.960000,1.899000,1.918000,1.706764,5200367
2011-10-14,1.927000,1.939000,1.894000,1.897000,1.688077,2491200
2011-10-17,1.930000,1.941000,1.856000,1.870000,1.664050,2600333
2011-10-18,1.840000,1.870000,1.832000,1.860000,1.655152,3125519
2011-10-19,1.872000,1.932000,1.862000,1.870000,1.664050,4382288
2011-10-20,1.850000,1.889000,1.830000,1.830000,1.628456,3405674
2011-10-21,1.841000,1.900000,1.838000,1.884000,1.676508,3475987
2011-10-24,1.900000,1.910000,1.881000,1.881000,1.673839,2119392
2011-10-25,1.884000,1.909000,1.870000,1.902000,1.692526,2595594
2011-10-26,1.900000,1.930000,1.883000,1.900000,1.690746,1955705
2011-10-27,1.930000,2.055000,1.924000,2.040000,1.815328,5958437
2011-10-28,2.068000,2.068000,1.981000,1.989000,1.769945,2951525
2011-10-31,1.968000,1.996000,1.918000,1.918000,1.706764,4605146
2011-11-01,1.890000,1.910000,1.794000,1.805000,1.606209,5263609
2011-11-02,1.845000,1.883000,1.829000,1.874000,1.667610,3700087
2011-11-03,1.852000,1.960000,1.839000,1.951000,1.736129,4214580
2011-11-04,1.950000,1.951000,1.832000,1.833000,1.631125,5815229
2011-11-07,1.840000,1.840000,1.735000,1.740000,1.548368,6058369
2011-11-08,1.749000,1.776000,1.707000,1.711000,1.522561,5267478
2011-11-09,1.757000,1.758000,1.653000,1.667000,1.483407,4250423
2011-11-10,1.650000,1.682000,1.632000,1.655000,1.472729,2749410
2011-11-11,1.655000,1.758000,1.655000,1.733000,1.542139,5660291
2011-11-14,1.767000,1.767000,1.714000,1.730000,1.539469,1735398
2011-11-15,1.729000,1.729000,1.682000,1.697000,1.510104,2760539
2011-11-16,1.690000,1.725000,1.670000,1.670000,1.486077,3929423
2011-11-17,1.660000,1.702000,1.639000,1.642000,1.461161,4424761
2011-11-18,1.642000,1.685000,1.637000,1.676000,1.491416,5230153
2011-11-21,1.683000,1.688000,1.610000,1.610000,1.432685,2464557
2011-11-22,1.650000,1.650000,1.511000,1.530000,1.361496,5099819
2011-11-23,1.528000,1.568000,1.522000,1.546000,1.375734,4202613
2011-11-24,1.560000,1.636000,1.558000,1.627000,1.447813,5073171
2011-11-25,1.627000,1.663000,1.606000,1.650000,1.468280,2311378
2011-11-28,1.700000,1.700000,1.650000,1.680000,1.494976,2481680
2011-11-29,1.680000,1.710000,1.639000,1.710000,1.521672,4053476
2011-11-30,1.683000,1.764000,1.660000,1.741000,1.549258,4312166
2011-12-01,1.768000,1.784000,1.730000,1.767000,1.572394,2278493
2011-12-02,1.786000,1.809000,1.773000,1.782000,1.585742,2660274
2011-12-05,1.790000,1.850000,1.788000,1.845000,1.641804,2882529
2011-12-06,1.850000,1.861000,1.793000,1.793000,1.595531,1725314
2011-12-07,1.819000,1.836000,1.747000,1.780000,1.583962,4512822
2011-12-08,1.765000,1.814000,1.765000,1.781000,1.584852,1968779
2011-12-09,1.753000,1.802000,1.753000,1.790000,1.592861,1774612
2011-12-12,1.795000,1.795000,1.735000,1.743000,1.551037,2279252
2011-12-13,1.758000,1.766000,1.731000,1.750000,1.557266,1797329
2011-12-14,1.757000,1.759000,1.699000,1.700000,1.512773,4755408
2011-12-15,1.697000,1.733000,1.697000,1.720000,1.530570,3538392
2011-12-16,1.703000,1.736000,1.702000,1.702000,1.514553,4084244
2011-12-19,1.696000,1.725000,1.678000,1.687000,1.501205,3006681
2011-12-20,1.694000,1.741000,1.683000,1.737000,1.545698,2386122
2011-12-21,1.729000,1.780000,1.729000,1.748000,1.555487,1967196
2011-12-22,1.740000,1.807000,1.740000,1.793000,1.595531,2061895
2011-12-23,1.809000,1.815000,1.793000,1.797000,1.599090,1280063
2011-12-27,1.785000,1.799000,1.751000,1.781000,1.584852,777021
2011-12-28,1.789000,1.810000,1.748000,1.750000,1.557266,2143031
2011-12-29,1.740000,1.777000,1.740000,1.771000,1.575954,973884
2011-12-30,1.760000,1.778000,1.740000,1.740000,1.548368,813912
2012-01-02,1.772000,1.781000,1.752000,1.781000,1.584852,1030083
2012-01-03,1.791000,1.808000,1.762000,1.803000,1.604429,1543350
2012-01-04,1.807000,1.828000,1.791000,1.809000,1.609769,86232290
2012-01-05,1.805000,1.808000,1.740000,1.750000,1.557266,3851174
2012-01-06,1.740000,1.784000,1.740000,1.765000,1.570614,2691176
2012-01-09,1.761000,1.792000,1.740000,1.745000,1.552817,2452127
2012-01-10,1.762000,1.809000,1.757000,1.775000,1.579513,2404209
2012-01-11,1.768000,1.849000,1.768000,1.849000,1.645363,6196624
2012-01-12,1.850000,1.860000,1.836000,1.845000,1.641804,3223089
2012-01-13,1.869000,1.886000,1.800000,1.886000,1.678288,4839658
2012-01-16,1.872000,1.907000,1.871000,1.876000,1.669390,2629108
2012-01-17,1.905000,1.905000,1.853000,1.885000,1.677398,2296389
2012-01-18,1.883000,1.887000,1.835000,1.868000,1.662271,3002784
2012-01-19,1.850000,1.985000,1.850000,1.985000,1.766385,4680888
2012-01-20,1.949000,2.032000,1.949000,2.016000,1.793971,3759893
2012-01-23,2.015000,2.087000,2.015000,2.046000,1.820667,6560996
2012-01-24,2.050000,2.050000,2.016000,2.050000,1.824226,1476051
2012-01-25,2.075000,2.075000,2.019000,2.060000,1.833125,4177474
2012-01-26,2.080000,2.153000,2.061000,2.152000,1.914993,5302560
2012-01-27,2.150000,2.169000,2.107000,2.117000,1.883847,4035101
2012-01-30,2.091000,2.134000,2.086000,2.131000,1.896306,4099279
2012-01-31,2.150000,2.155000,2.100000,2.130000,1.895416,4265171
2012-02-01,2.140000,2.204000,2.136000,2.194000,1.952367,4972988
2012-02-02,2.193000,2.231000,2.193000,2.210000,1.966605,2456653
2012-02-03,2.214000,2.293000,2.208000,2.283000,2.031565,4840039
2012-02-06,2.288000,2.288000,2.220000,2.250000,2.002200,4180836
2012-02-07,2.236000,2.236000,2.170000,2.197000,1.955037,5515821
2012-02-08,2.200000,2.220000,2.183000,2.187000,1.946138,4564754
2012-02-09,2.190000,2.211000,2.147000,2.150000,1.913213,5643598
2012-02-10,2.145000,2.152000,2.114000,2.130000,1.895416,2525115
2012-02-13,2.143000,2.143000,2.085000,2.093000,1.862491,4339891
2012-02-14,2.078000,2.118000,2.057000,2.066000,1.838464,3657779
2012-02-15,2.080000,2.104000,2.040000,2.075000,1.846473,3037931
2012-02-16,2.069000,2.069000,2.030000,2.062000,1.834905,2766935
2012-02-17,2.070000,2.092000,2.063000,2.065000,1.837574,5729351
2012-02-20,2.066000,2.093000,2.053000,2.086000,1.856261,3986872
2012-02-21,2.077000,2.081000,2.000000,2.020000,1.797530,3672970
2012-02-22,2.030000,2.037000,1.952000,1.959000,1.743248,5405757
2012-02-23,1.950000,1.960000,1.890000,1.918000,1.706764,4818003
2012-02-24,1.924000,1.939000,1.891000,1.893000,1.684517,4860485
2012-02-27,1.890000,1.928000,1.858000,1.927000,1.714773,8453255
2012-02-28,1.928000,1.935000,1.897000,1.924000,1.712103,2212579
2012-02-29,1.950000,2.010000,1.950000,1.968000,1.751257,4087974
2012-03-01,1.975000,2.000000,1.931000,1.948000,1.733460,3608655
2012-03-02,1.945000,2.024000,1.945000,2.000000,1.779733,6497307
2012-03-05,1.972000,1.997000,1.941000,1.970000,1.753037,4098710
2012-03-06,1.892000,1.970000,1.892000,1.918000,1.706764,4350483
2012-03-07,1.903000,1.959000,1.903000,1.950000,1.735240,7241493
2012-03-08,1.952000,1.984000,1.930000,1.970000,1.753037,2575719
2012-03-09,1.970000,1.972000,1.920000,1.931000,1.718332,5352986
2012-03-12,1.935000,1.953000,1.910000,1.925000,1.712993,5618965
2012-03-13,1.980000,2.054000,1.960000,2.040000,1.815328,5928622
2012-03-14,2.060000,2.110000,2.052000,2.079000,1.850033,4067260
2012-03-15,2.083000,2.110000,2.042000,2.110000,1.877618,7153012
2012-03-16,2.110000,2.150000,2.095000,2.110000,1.877618,5558332
2012-03-19,2.128000,2.128000,2.091000,2.112000,1.879398,1810407
2012-03-20,2.117000,2.140000,2.084000,2.140000,1.904315,8606057
2012-03-21,2.145000,2.156000,2.073000,2.077000,1.848253,3217434
2012-03-22,2.086000,2.159000,2.046000,2.148000,1.911433,4102546
2012-03-23,2.146000,2.208000,2.125000,2.180000,1.939909,4596441
2012-03-26,2.200000,2.200000,2.130000,2.172000,1.932790,3589121
2012-03-27,2.197000,2.209000,2.130000,2.130000,1.895416,4680600
2012-03-28,2.112000,2.150000,2.107000,2.120000,1.886517,3043391
2012-03-29,2.103000,2.145000,2.091000,2.145000,1.908764,4548906
2012-03-30,2.140000,2.208000,2.138000,2.159000,1.921222,6363455
2012-04-02,2.164000,2.212000,2.152000,2.212000,1.968385,4763134
2012-04-03,2.202000,2.217000,2.160000,2.160000,1.922112,3676678
2012-04-04,2.172000,2.179000,2.130000,2.173000,1.933680,2795293
2012-04-05,2.177000,2.216000,2.138000,2.187000,1.946138,2660186
2012-04-10,2.130000,2.164000,2.103000,2.103000,1.871389,3413472
2012-04-11,2.088000,2.136000,2.084000,2.127000,1.892746,3379927
2012-04-12,2.140000,2.175000,2.115000,2.158000,1.920332,5994576
2012-04-13,2.145000,2.180000,2.113000,2.126000,1.891856,3854209
2012-04-16,2.113000,2.131000,2.070000,2.074000,1.845583,2128061
2012-04-17,2.072000,2.126000,2.071000,2.120000,1.886517,2757635
2012-04-18,2.126000,2.136000,2.082000,2.082000,1.852702,2558659
2012-04-19,2.090000,2.115000,2.047000,2.079000,1.850033,3326708
2012-04-20,2.070000,2.106000,2.069000,2.103000,1.871389,2313005
2012-04-23,2.080000,2.087000,1.973000,2.001000,1.780623,3019136
2012-04-24,2.026000,2.082000,2.018000,2.066000,1.838464,4917361
2012-04-25,2.070000,2.140000,2.069000,2.140000,1.904315,4288005
2012-04-26,2.126000,2.139000,2.096000,2.114000,1.881178,2448625
2012-04-27,2.089000,2.180000,2.085000,2.180000,1.939909,2827033
2012-04-30,2.185000,2.198000,2.150000,2.170000,1.931010,2266642
2012-05-02,2.197000,2.222000,2.175000,2.222000,1.977283,5523122
2012-05-03,2.214000,2.222000,2.166000,2.200000,1.957706,3409527
2012-05-04,2.206000,2.206000,2.153000,2.180000,1.939909,2198340
2012-05-07,2.151000,2.259000,2.110000,2.254000,2.005759,1991119
2012-05-08,2.260000,2.260000,2.084000,2.103000,1.871389,5510530
2012-05-09,2.110000,2.127000,2.039000,2.050000,1.824226,7066995
2012-05-10,2.178000,2.178000,2.008000,2.040000,1.815328,5585259
2012-05-11,2.038000,2.090000,1.980000,2.058000,1.831345,5275078
2012-05-14,2.050000,2.068000,1.982000,2.000000,1.779733,3643356
2012-05-15,1.969000,1.981000,1.855000,1.873000,1.666720,7234802
2012-05-16,1.860000,1.942000,1.857000,1.930000,1.717442,4441491
2012-05-17,1.930000,1.930000,1.751000,1.780000,1.583962,3564694
2012-05-18,1.750000,1.831000,1.741000,1.789000,1.591971,4401981
2012-05-21,1.780000,1.825000,1.759000,1.795000,1.597310,2006769
2012-05-22,1.805000,1.838000,1.795000,1.820000,1.619557,2340693
2012-05-23,1.814000,1.829000,1.753000,1.753000,1.559936,1984310
2012-05-24,1.780000,1.804000,1.744000,1.794000,1.596421,1970483
2012-05-25,1.795000,1.840000,1.757000,1.771000,1.575954,2487419
2012-05-28,1.762000,1.805000,1.698000,1.712000,1.523451,2857155
2012-05-29,1.714000,1.790000,1.714000,1.775000,1.579513,3048096
2012-05-30,1.758000,1.810000,1.747000,1.759000,1.565275,3159988
2012-05-31,1.743000,1.771000,1.720000,1.771000,1.575954,3385949
2012-06-01,1.723000,1.776000,1.710000,1.776000,1.580403,3293491
2012-06-04,1.726000,1.810000,1.726000,1.780000,1.583962,1085109
2012-06-05,1.765000,1.815000,1.765000,1.789000,1.591971,1054253
2012-06-06,1.783000,1.811000,1.755000,1.781000,1.584852,3351951
2012-06-07,1.761000,1.810000,1.755000,1.794000,1.596421,2306656
2012-06-08,1.794000,1.811000,1.775000,1.802000,1.603539,1841063
2012-06-11,1.820000,1.943000,1.796000,1.796000,1.598200,3057877
2012-06-12,1.809000,1.820000,1.770000,1.777000,1.581293,3243868
2012-06-13,1.763000,1.800000,1.732000,1.760000,1.566165,2232154
2012-06-14,1.737000,1.776000,1.721000,1.770000,1.575064,1870588
2012-06-15,1.793000,1.816000,1.764000,1.810000,1.610658,3300145
2012-06-18,1.850000,1.879000,1.803000,1.875000,1.668500,2306673
2012-06-19,1.850000,1.927000,1.850000,1.900000,1.690746,1765233
2012-06-20,1.925000,1.980000,1.918000,1.962000,1.745918,2994620
2012-06-21,1.940000,2.010000,1.916000,1.990000,1.770834,3465428
2012-06-22,1.962000,1.994000,1.940000,1.941000,1.727231,2171702
2012-06-25,1.950000,1.951000,1.909000,1.922000,1.710324,2554246
2012-06-26,1.901000,1.936000,1.901000,1.918000,1.706764,1773733
2012-06-27,1.929000,1.950000,1.905000,1.950000,1.735240,2646402
2012-06-28,1.935000,1.943000,1.895000,1.917000,1.705874,1648097
2012-06-29,1.981000,1.989000,1.940000,1.974000,1.756597,3024301
2012-07-02,1.963000,1.986000,1.958000,1.965000,1.748588,2121470
2012-07-03,1.971000,2.012000,1.971000,1.980000,1.761936,1798378
2012-07-04,1.972000,2.003000,1.972000,1.993000,1.773504,806123
2012-07-05,1.979000,2.003000,1.923000,1.956000,1.740579,1747682
2012-07-06,1.966000,2.015000,1.947000,2.001000,1.780623,2271364
2012-07-09,1.994000,2.022000,1.986000,2.015000,1.793081,1524102
2012-07-10,2.036000,2.048000,2.004000,2.021000,1.798420,1193200
2012-07-11,2.008000,2.029000,1.994000,2.006000,1.785072,1241309
2012-07-12,2.000000,2.022000,1.950000,1.950000,1.735240,1262510
2012-07-13,1.948000,2.008000,1.938000,1.987000,1.768165,1568361
2012-07-16,1.991000,2.045000,1.989000,2.036000,1.811768,1727136
2012-07-17,2.050000,2.051000,1.970000,1.988000,1.769055,1750193
2012-07-18,1.988000,2.005000,1.970000,1.986000,1.767275,2498330
2012-07-19,1.991000,2.049000,1.991000,2.040000,1.815328,3353574
2012-07-20,2.020000,2.054000,1.976000,1.985000,1.766385,4679912
2012-07-23,1.950000,1.967000,1.902000,1.904000,1.694306,2843528
2012-07-24,1.959000,1.959000,1.860000,1.860000,1.655152,1719879
2012-07-25,1.843000,1.891000,1.836000,1.861000,1.656042,1688895
